id,name,Source,CC,Year
30602_6#287,1290-1,School1,CC5,2
30602_6#29,1268-1,School1,CC30,2
30602_6#291,1296-1,School1,CC1,2
30602_6#295,1292-1,School1,CC30,2
30602_6#299,1281-1,School1,CC15,2
30602_6#303,1357-1,School1,CC30,2
30602_6#307,1353-1,School1,CC30,2
30602_6#311,1398-1,School1,CC30,2
30602_6#315,1359-1,School1,CC30,2
30602_6#320,1448-1,School1,ST2906,2
30602_6#324,1312-1,School1,CC15,2
30602_6#328,1272-1,School1,ST121,2
30602_6#33,1278-1,School1,CC45,2
30602_6#332,1273-1,School1,Novel,2
30602_6#336,1361-1,School1,CC1,2
30602_6#340,1363-1,School1,CC30,2
30602_6#344,1287-1,School1,CC30,2
30602_6#348,1301-1,School1,CC1,2
30602_6#352,1304-1,School1,CC30,2
30602_6#356,1302-1,School1,CC30,2
30602_6#360,1311-1,School1,CC30,2
30602_6#364,1349-1,School1,CC1,2
30602_6#368,1365-1,School1,CC22,2
30602_6#37,1245-1,School1,ST182,2
30602_6#372,1240-1,School1,ST182,2
30602_6#376,1254-1,School1,CC1,2
30602_6#380,1247-1,School1,CC1,2
30602_6#384,1250-1,School1,CC30,2
30602_6#4,1229-1,School1,ST398,2
30602_6#41,1377-1,School1,CC8,2
30602_6#45,1381-1,School1,CC30,2
30602_6#49,1380-1,School1,CC45,2
30602_6#53,1395-1,School1,CC1,2
30602_6#57,1403-1,School1,CC5,2
30602_6#61,1404-1,School1,CC15,2
30602_6#65,1389-1,School1,CC30,2
30602_6#69,1276-1,School1,ST779,2
30602_6#73,1293-1,School1,CC30,2
30602_6#77,1222-1,School1,CC5,2
30602_6#8,1231-1,School1,CC30,2
30602_6#81,1283-1,School1,CC45,2
30602_6#85,1401-1,School1,CC45,2
30602_6#89,1269-1,School1,ST121,2
30602_6#93,1385-1,School1,CC45,2
30602_6#97,1352-1,School1,CC45,2
32557_1#10,1218-3,School1,CC22,2
32557_1#103,1278-3,School1,CC45,2
32557_1#107,1281-3,School1,CC97,2
32557_1#111,1283-3,School1,CC45,2
32557_1#115,1285-3,School1,CC1,2
32557_1#116,1430-1,School1,CC30,2
32557_1#119,1286-3,School1,CC30,2
32557_1#123,1287-3,School1,CC30,2
32557_1#124,1288-3,School1,CC45,2
32557_1#128,1290-3,School1,CC5,2
32557_1#133,1292-3,School1,CC30,2
32557_1#137,1294-3,School1,CC5,2
32557_1#138,1443-1,School1,CC15,2
32557_1#141,1296-3,School1,CC1,2
32557_1#142,1222-3,School1,CC5,2
32557_1#145,1298-3,School1,CC5,2
32557_1#146,1239-3,School1,CC30,2
32557_1#149,1302-3,School1,CC30,2
32557_1#15,1219-3,School1,ST78,2
32557_1#150,1272-3,School1,ST121,2
32557_1#154,1304-3,School1,CC30,2
32557_1#155,1276-3,School1,ST779,2
32557_1#158,1310-3,School1,CC30,2
32557_1#159,1307-3,School1,CC30,2
32557_1#162,1312-3,School1,CC15,2
32557_1#163,1344-3,School1,CC30,2
32557_1#166,1343-3,School1,CC30,2
32557_1#167,1346-3,School1,CC5,2
32557_1#170,1345-3,School1,ST182,2
32557_1#171,1353-3,School1,CC30,2
32557_1#174,1347-3,School1,CC30,2
32557_1#175,1382-3,School1,CC30,2
32557_1#178,1352-3,School1,CC45,2
32557_1#179,1395-3,School1,CC1,2
32557_1#180,1399-3,School1,CC22,2
32557_1#183,1355-3,School1,CC8,2
32557_1#184,1403-3,School1,CC5,2
32557_1#187,1356-3,School1,CC15,2
32557_1#188,1404-3,School1,CC15,2
32557_1#19,1223-3,School1,ST2906,2
32557_1#191,1359-3,School1,CC30,2
32557_1#192,1413-3,School1,CC30,2
32557_1#195,1360-3,School1,ST398,2
32557_1#196,1435-3,School1,CC45,2
32557_1#199,1361-3,School1,CC1,2
32557_1#2,1213-3,School1,ST672,2
32557_1#200,1456-3,School1,CC30,2
32557_1#203,1364-3,School1,ST25,2
32557_1#207,1365-3,School1,CC22,2
32557_1#208,1366-3,School1,CC30,2
32557_1#212,1367-3,School1,CC1,2
32557_1#217,1372-3,School1,ST398,2
32557_1#218,1374-1,School1,CC45,2
32557_1#221,1374-3,School1,CC45,2
32557_1#222,1391-1,School1,ST672,2
32557_1#225,1376-3,School1,CC30,2
32557_1#226,1392-1,School1,ST7,2
32557_1#228,1377-3,School1,CC8,2
32557_1#229,1420-1,School1,CC15,2
32557_1#23,1224-3,School1,ST398,2
32557_1#234,1378-3,School1,CC8,2
32557_1#235,1432-1,School1,ST2906,2
32557_1#237,1380-3,School1,CC45,2
32557_1#238,1435-1,School1,CC45,2
32557_1#241,1383-3,School1,ST59,2
32557_1#242,1450-1,School1,CC22,2
32557_1#245,1385-3,School1,CC45,2
32557_1#246,1456-1,School1,CC30,2
32557_1#249,1386-3,School1,CC30,2
32557_1#254,1389-3,School1,CC30,2
32557_1#257,1391-3,School1,ST672,2
32557_1#263,1393-3,School1,CC30,2
32557_1#266,1414-3,School1,ST398,2
32557_1#271,1430-3,School1,CC30,2
32557_1#274,1432-3,School1,ST2906,2
32557_1#278,1433-3,School1,ST182,2
32557_1#28,1229-3,School1,ST398,2
32557_1#283,1444-3,School1,CC1,2
32557_1#286,1447-3,School1,CC30,2
32557_1#289,1448-3,School1,ST2906,2
32557_1#292,1450-3,School1,ST398,2
32557_1#31,1231-3,School1,CC8,2
32557_1#340,1447-1,School1,CC30,2
32557_1#346,1459-1,School1,CC22,2
32557_1#352,1197-3,School1,CC30,2
32557_1#354,1200-3,School1,CC22,2
32557_1#357,1201-3,School1,ST291,2
32557_1#36,1238-3,School1,CC30,2
32557_1#360,1203-3,School1,CC15,2
32557_1#363,1204-3,School1,ST3448,2
32557_1#39,1240-3,School1,ST182,2
32557_1#42,1244-3,School1,CC45,2
32557_1#45,1245-3,School1,ST182,2
32557_1#50,1250-3,School1,CC30,2
32557_1#53,1252-3,School1,CC8,2
32557_1#57,1254-3,School1,CC1,2
32557_1#62,1258-3,School1,CC30,2
32557_1#65,1259-3,School1,CC15,2
32557_1#7,1214-3,School1,ST398,2
32557_1#71,1262-3,School1,CC45,2
32557_1#74,1263-3,School1,CC45,2
32557_1#79,1265-3,School1,CC1,2
32557_1#82,1266-3,School1,CC22,2
32557_1#86,1268-3,School1,CC30,2
32557_1#91,1271-3,School1,CC30,2
32557_1#94,1273-3,School1,Novel,2
32557_1#99,1275-3,School1,CC30,2
28103_1#100,563-3,School2,CC45,1
28103_1#102,569-3,School2,CC15,1
28103_1#108,573-3,School2,CC1,1
28103_1#110,589-3,School2,CC30,1
28103_1#222,542-3,School2,CC8,1
28103_1#227,548-3,School2,CC5,1
28103_1#94,531-3,School2,CC5,1
28632_2#103,549-1,School2,CC15,1
28632_2#104,589-1,School2,CC30,1
28632_2#110,531-1,School2,CC5,1
28632_2#111,540-1,School2,CC1,1
28632_2#116,558-1,School2,CC45,1
28632_2#118,578-1,School2,CC8,1
28632_2#120,561-1,School2,CC8,1
28632_2#125,538-1,School2,CC8,1
28632_2#127,505-1,School2,CC97,1
28632_2#187,570-3,School2,CC1,1
28632_2#204,565-3,School2,CC5,1
28632_2#212,558-3,School2,CC45,1
28632_2#281,565-1,School2,CC5,1
28632_2#31,546-3,School2,CC8,1
28632_2#4,527-1,School2,CC45,1
28632_2#92,599-1,School2,CC15,1
28632_2#97,563-1,School2,CC45,1
28632_2#99,570-1,School2,CC1,1
32557_1#125,622-1,School2,CC5,2
32557_1#204,595-3,School2,ST398,2
32557_1#209,597-3,School2,ST398,2
32557_1#213,615-1,School2,CC30,2
32557_1#250,595-1,School2,ST398,2
32557_1#255,596-1,School2,ST20,2
32557_1#258,597-1,School2,ST398,2
32557_1#261,602-1,School2,CC15,2
32557_1#269,612-1,School2,CC1,2
32557_1#272,619-1,School2,CC45,2
32557_1#276,620-1,School2,ST7,2
32557_1#281,624-1,School2,CC45,2
32557_1#284,625-1,School2,ST672,2
32557_1#290,628-1,School2,CC30,2
32557_1#297,596-3,School2,CC30,2
32557_1#300,602-3,School2,CC15,2
32557_1#304,608-3,School2,CC1,2
32557_1#308,612-3,School2,CC1,2
32557_1#312,615-3,School2,CC8,2
32557_1#318,619-3,School2,ST78,2
32557_1#321,625-3,School2,ST672,2
